0,1
"3.3.6.2	
Summary of evidence and recommendations for history taking and physical examination",
"Recommendations
Strength rating",
History taking,
"Take an extensive general history, concentrating on past and present symptoms.",Strong
"Take a specific history for each of the four mentioned functions - urinary, bowel, sexual and 
neurological.",Strong
"Pay special attention to the possible existence of alarm signs (e.g. pain, infection, 
haematuria, fever) that warrant further specific diagnosis.",Strong
Assess quality of life when evaluating and treating neuro-urological patients.,Strong
Use available validated tools for urinary and bowel symptoms in neuro-urological patients.,Strong
Use MSISQ-15 or MSISQ-19 to evaluate sexual function in multiple sclerosis patients.,Strong
Physical examination,
Acknowledge individual patient disabilities when planning further investigations.,Strong
"Describe the neurological status as completely as possible, sensations and reflexes in the 
urogenital area must all be tested.",Strong
Test the anal sphincter and pelvic floor functions.,Strong
"Perform urinalysis, blood chemistry, bladder diary, post-void residual, incontinence 
quantification and urinary tract imaging as initial and routinary evaluation.",Strong
