0,1
Table 4.3.1: Incidence of iatrogenic bladder trauma during various procedures,
"Procedure
Percentage (%)",
Obstetrics & Gynaecology,
"Laparoscopic/Robotic radical hysterectomy (malignant) [202]
4.19-4.59",
"Abdominal radical hysterectomy (malignant) [202]
2.37",
"Hysterectomy laparoscopic/abdominal/vaginal (benign) [141, 203]
0.1-2.5",
"Caesarean delivery [204]
0.08-0.94",
General surgery,
"Abdominal cytoreductive surgery [205]
4.5",
"Rectal procedures [206]
0.27-0.41",
"Small/large bowel procedures [206]
0.12-0.14",
"Laparoscopic inguinal hernia repair [207]
0.04-0.14",
Urology specific,
"Transurethral resection of the bladder [208, 209]",3.5-58
Retropubic male sling [210],8.0-19
"Mid-urethral sling (retropubic route) [196, 211]",4.91-5.5
Transvaginal mesh surgery [212],2.84
Pubovaginal sling [211],2.8
Laparoscopic sacrocolpopexy [213],1.9
Mid-urethral sling (transobturator route) [211],1.61
"Burch colposuspension [211, 214]",1.0-1.2
Native tissue colporrhaphy [212],0.53
